sentence,sentiment,topic,is_augmented
"Phòng máy tính có nhiều máy hỏng, nên sửa đi ạ.",0,2,True
nhiều hoạt động .,2,1,False
"hoạt động thực hành khá hiệu quả , giúp nhanh áp dụng lý thuyết .",2,0,False
Mong nhà trường mở thêm các lớp training về chuyên ngành.,0,1,True
cần thực hành nhiều lên .,0,1,False
Môn học này rất hay và hấp dẫn.,2,1,True
kiểm tra vở bài tập .,1,0,False
cho điểm khách quan .,2,0,False
Không có rèm nên mỗi lần chiếu slide là khó nhìn lắm.,0,2,True
thầy ít khi code mẫu .,0,0,False
"em thấy giảng viên chưa tạo được hứng thú để cho sinh viên học tập tốt hơn , khi lên lớp học lúc nào sinh viên cũng chán nản và không muốn học .",0,0,False
thầy dạy tốt và đảm bảo chất lượng .,2,0,False
phòng máy ngon hơn .,0,2,False
nên soạn slide bài giảng kỹ hơn .,0,1,False
các nhóm có cùng đề tài 'abc' cùng vào báo cáo một lượt cho lẹ !,0,1,False
"thường xuyên hỏi về đời sống tình cảm của những bạn nữ , như vậy là không phù hợp với tác phong của một giáo viên .",0,0,False
cô giảng bài cụ thể .,2,0,False
cô wzjwz106 hay cho nghỉ .,0,0,False
đó là sau khi cô giảng xong một dạng toán thì nên cho ngay một ví dụ .,0,1,False
"Môn kiến trúc máy tính nên có thêm thực hành, dễ hình dung hơn nhiều.",0,1,True
"thầy cung cấp nhiều thông tin hay , hữu ích đối với đồ án .",2,0,False
"cô nhiệt tình , đáng yêu , cân nhắc học trò khi học trò còn thiếu hụt kỹ năng làm việc , cô còn dành thời gian nghỉ trưa để cho nhóm làm báo cáo bù .",2,0,False
"giảng dễ hiểu , nội dung đầy đủ .",2,0,False
mong rằng thầy cô thực hành sẽ luôn cập nhật tin tức trên trang web môn học để có thể đáp ứng được chỉ tiêu mà phòng đào tạo đề ra như ban đầu đối với môn học đó là mọi thắc mắc sẽ được giáo viên trả lời trong vòng 24 tiếng .,0,0,False
Các bài học được cập nhật rất hữu ích và phù hợp.,2,1,True
Từ đầu học kỳ đến giờ em vẫn chưa gặp mặt gv buổi nào luôn ạ.,1,0,True
thầy quá đẹp trai .,2,0,False
"thầy dạy dễ hiểu , luôn nhắc lại kiến thức cũ ở mỗi tiết .",2,0,False
Mục tiêu môn học chưa được công bố rõ ràng cho sv.,0,1,True
"thầy dạy hay , rất vui vẻ .",2,0,False
"em hy vọng phòng học ít người hơn , vì học 4 tiết buổi chiều rất là mệt mỏi , hơn nữa , thời tiết nóng và lớp đông gây nên xao lãng bài học , việc học tập trong lớp nhỏ và đông như vậy rất khó tiếp thu .",0,2,False
Hệ thống we code đang được sử dụng.,1,1,True
không có gì phàn nàn về giảng viên .,1,0,False
cần có bài tập về nhà .,0,1,False
em xin chân thành cảm ơn !,1,3,False
"Buổi thực hành gv chỉ đưa bài tập rồi bảo sv làm, không hướng dẫn hay yêu cầu cụ thể gì cả.",0,1,True
sự tận tình của thầy .,2,0,False
"giáo viên tận tâm , công minh .",2,0,False
đề nghị thầy giảm béo .,0,0,False
Việc này khá tốn thời gian.,0,3,True
cô vui tính và giảng dạy nhiệt tình .,2,0,False
Phòng wzjwz55 thường xuyên gặp trục trặc về máy móc.,0,2,True
GV có đưa thêm bài tập cho sv tự luyện.,1,1,True
Mong gv luôn có sức khỏe tốt để giảng dạy ạ.,1,3,True
"em chỉ thắc mắc nội dung môn học có vẻ khác so với tên môn học , em cứ nghĩ môn này là để sinh viên cập nhật các vấn đề hiện đại chứ ?",0,1,False
thầy chỉ làm việc của thầy .,0,0,False
Học kỳ 2 nên tách lớp để mỗi lớp có kết quả học tập tốt nhất.,0,1,True
"cần có thêm các ví dụ liên hệ thực tiễn , chuẩn bị kỹ và giảng bài lưu loát hơn , thay đổi cách dạy để sinh viên được chủ động hơn .",0,0,False
cần giảng viên có cách giảng dạy tốt hơn .,0,0,False
nếu cảm thấy muốn học em sẽ tự lên lớp .,1,3,False
"Cơ sở vật chất tệ thật, máy chiếu không rõ, âm thanh lại chập chờn nữa.",0,2,True
nhiều khi không hiểu thầy đang nói cái gì colondoublesurprise .,0,0,False
Đề nghị nâng cấp phòng học và trang thiết bị để học tốt hơn.,0,2,True
cần cho nhiều ví dụ trên lớp hơn .,0,0,False
không có ý kiến gì ạ .,1,3,False
tiết học sinh động .,2,0,False
"thầy năng nổ , nhiệt tình .",2,0,False
giảng viên thường xuyên đến lớp trễ .,0,0,False
"giáo viên rất dễ tính , dạy tận tình .",2,0,False
chưa thu hút được sinh viên .,0,0,False
nhiệt tình chỉ dạy cho sinh viên .,2,0,False
Học thực hành ở phòng WZJWZ18 chất lượng hơi tệ ạ.,0,2,True
em thấy cô giảng dạy đã đạt yêu cầu .,2,0,False
không có sự lôi cuốn và thu hút trong cách giảng .,0,0,False
không thấy giảng viên trên lớp .,0,0,False
buổi sửa bài tập cần làm kỹ lưỡng hơn .,0,1,False
giảng dạy khó tiếp thu .,0,0,False
"đôi khi truyền đạt hơi nhanh , gây lướt kiến thức .",0,0,False
"Doubledot vào 2 tuần cuối kỳ làm sv quá tải vì vừa làm đồ án, vừa ôn thi.",0,3,True
"cách giảng đôi lúc ( vài buổi ) còn gây buồn ngủ , chưa thu hút ( có thể là do bài giảng nhiều lý thuyết mới ) .",0,0,False
nội dung giảng dạy quá nhiều so với thời lượng môn học .,0,1,False
giáo viên chưa chủ động giảng dạy khi lên lớp .,0,0,False
Phòng máy và wifi cần cải thiện gấp!,0,2,True
"thầy dạy nhiệt tình , bài giảng hay , dễ gần !",2,0,False
tiết học vui vẻ .,2,1,False
"thầy dạy khá nhiệt tình , vui tính .",2,0,False
mỗi buổi thực hành giảng viên chỉ đưa sinh viên một file bài tập rồi bắt sinh viên làm nhưng không có hướng dẫn và đưa ra yêu cầu cụ thể .,0,1,False
Học xong chả biết áp dụng vô thực tế làm gì cả.,0,1,True
Đề cương môn học còn mơ hồ/chưa rõ ràng.,0,1,True
bài giảng chi tiết rõ ràng .,2,1,False
"thầy wzjwz274 dạy cho hoàn thành việc dạy , không quan tâm những con người đang ngồi dưới lớp của thầy có hiểu hay không .",0,0,False
"Slide bài giảng đầy đủ, xịn xò.",2,1,True
"Phòng máy thực hành xuống cấp quá, mong trường nâng cấp.",0,2,True
cần ra các bài thực hành sát với thực tế môn học hơn .,0,1,False
cần hỗ trọ nhiều máy thực hành hơn cho môn mạch số .,0,2,False
"thầy rất tận tâm , vui vẻ .",2,0,False
"thầy biết rõ sự chênh lệch về trình độ giữa khóa 9 và khóa 10 trong lớp nên đưa ra cách đánh giá hợp lý , thầy nói rõ điểm mạnh và điểm yếu của nhóm sau mỗi lần báo cáo .",2,0,False
thầy rất thoải mái với sinh viên .,2,0,False
rõ ràng .,2,3,False
"giảng viên rất tôn trọng sinh viên , hướng dẫn tận tình cho sinh viên cách học và ôn tập cuối kỳ , ngoài ra còn hướng dẫn chi tiết cho sinh viên về đồ án tốt nghiệp .",2,0,False
"môn học còn khá nặng nề , không ứng dụng thực tiễn cũng như không phục vụ cho chuyên nghành , theo em nghĩ , môn giải tích thật sự không cần thiết lắm .",0,1,False
"Chương trình LT với TH nên đi đôi với nhau, chứ học TH trước LT thấy hơi ngược ạ.",0,1,True
"cô dạy nhiệt tình , không gì tốt hơn ở cô .",2,0,False
"cách dạy chậm rãi , dễ hiểu , giảng viên thân thiện với sinh viên .",2,0,False
cô hay mất rất nhiều thời gian cho bài học và lịch học bù khá nhiều .,0,0,False
"tác phong làm việc nghiêm túc , chuyên nghiệp .",2,0,False
"vừa đọc slide vừa giảng , dễ gây buồn ngủ và hơi khó hiểu .",0,0,False
"thầy dạy rất nhiệt tình , chăm chú sinh viên coloncontemn .",2,0,False
"cô wzjwz257 dạy giải tích 2 rất chuẩn , truyền đạt tốt , dễ hiểu , rất hăng hái trong quá trình phân tích bài giảng , gửi tài liệu và bài tập đầy đủ , nhưng cô dạy có hơi nhanh .",2,0,False
"giáo viên hướng dẫn nhiệt tình , vui vẻ , dễ tính .",2,0,False
Em thấy điểm thuyết trình và báo cáo chưa hợp lý lắm.,0,1,True
Nó giúp em vỡ ra được nhiều điều hay ho.,2,3,True
"Nên nâng cấp mấy cái loa, máy cassette phục vụ g/d.",0,2,True
trời quá nóng mà không có đủ không khí mát mẻ .,0,2,False
cần áp đặt việc kiểm tra bài cũ và bài mới trên giờ học nhiều hơn .,0,1,False
"slide quá khó hiểu , nhiều chỗ không giải thích rõ ràng , đặc biệt là các bài hướng dẫn thực hành .",0,1,False
"dạy tốt , vui tính .",2,0,False
"cô dạy nhiệt tình , luôn quan tâm đến học sinh .",2,0,False
"Tài liệu giấy thì đủ đó, nhưng thứ tự bài không khớp với chương trình giảng dạy.",0,1,True
chưa bao giờ học không biết .,0,3,False
Không có góp ý gì thêm.,1,3,True
thầy giảng bài rất kỹ .,2,0,False
"giảng viên có tâm huyết , khả năng truyền đạt đến học sinh cao .",2,0,False
"Môn học này rất thực tế, giúp ích nhiều cho TOEIC và công việc sau này.",2,1,True
"mỗi học kỳ có thể là đồ án khác nhau cho toàn bộ sinh viên để doubledot tránh tình trạng "" xào "" lại các đồ án cũ, nên có chung một quy tắc chuẩn để chấm điểm cho sinh viên .",0,1,False
"lần được học thầy , thấm nhiều thứ quá .",2,0,False
Thật sự khó để nắm bắt.,0,3,True
"thầy không thông báo khi nào nghỉ khi nào học , để học sinh phải lên trường chờ mấy tiếng đồng hồ rồi đi về , thầy cũng không lên lớp .",0,0,False
giảng viên áp dụng mô hình scrum để làm project là tốt nhưng không thành công .,0,0,False
"thầy vui tính , giảng hay .",2,0,False
cô truyền đạt rất hay .,2,0,False
"giọng thầy rất hay , khả năng truyền đạt rất tốt .",2,0,False
bài tập trực tuyến .,1,1,False
Em cảm ơn quý thầy cô và trường đã lắng nghe ạ!,2,3,True
Giờ thi thực hành hay phải chờ chấm điểm.,1,1,True
Mong nhà trường đầu tư thêm để CSVC xịn xò hơn.,0,2,True
"số lượng bài tập tại lớp mỗi buổi khá nhiều , em mong thầy có thể giảm bớt 2 - 3 bài .",0,0,False
Em thấy phòng học kế bên công trường nên hơi bị ồn.,0,2,True
"giảng viên dạy khá nhạt và chán , giọng nói đều đều , khô khan .",0,0,False
Đề thi ra rất bám sát nội dung môn học.,2,1,True
"hệ thống chấm điểm thực hành wecode rất tiện lợi , hiệu quả .",2,1,False
lấy điểm bằng cách gọi lên bảng làm bài .,1,0,False
thầy thân thiện vầ nhiệt tình .,2,0,False
"giảng viên thân thiện , hoà đồng , tận tình với sinh viên .",2,0,False
Thông tin về cô wzjwz327 chưa được cung cấp rõ ràng.,1,3,True
cô giảng tận tình .,2,0,False
Phòng lab cần được nâng cấp cho tốt hơn.,0,2,True
"các bài tập của nhóm đều tự làm , hoặc có tham khảo số liệu thống kê để phân tích thị trường nhưng lại làm tỉ lệ sao chép theo thuật toán của turnitindotcom > 30% ( theo thầy nói bài > 30 % sẽ bị 0 điểm ) .",0,0,False
khả năng truyền đạt tốt và hướng dẫn cụ thể cho sinh viên .,2,0,False
ic được cấp thường hư một phần .,0,2,False
giảng viên nghỉ quá nhiều !,0,0,False
giảng viên rất tận tụy và quan tâm sinh viên .,2,0,False
Em không có gì để phàn nàn về thầy wzjwz317 cả.,1,0,True
"cần có tài liệu , giáo trình của trường một cách cụ thể và cập nhật hơn .",0,1,False
dạy hơi nhanh !,0,0,False
cô phát âm chưa chuẩn .,0,0,False
"giảng viên tận tâm , nhiệt tình dạy học , giảng dễ hiểu , vui tính , hiền lành .",2,0,False
"bài tập quá nhiều , sinh viên làm không kịp .",0,1,False
"giảng viên nhiệt tình , cho lớp thuyết trình nên tăng khả năng giao tiếp .",2,0,False
nếu nghỉ nên thông báo với lớp sớm hơn .,0,0,False
"thầy giảng rất hay và dễ hiểu , phong cách dạy độc đáo .",2,0,False
cô dạy nên có ví dụ và bài tập hướng dẫn chi tiết cụ thể hơn !,0,0,False
Nội dung giảng dạy tuân thủ theo khung chương trình.,1,1,True
nhiều bạn vào được anh văn 1 và lên được anh văn 2 cho dù không biết gì về môn anh văn .,0,3,False
em mong nhà trường có thể đổi phòng học cho lớp em ạ .,0,2,False
Mặc dù hơi khó nói nhưng đúng là vậy.,0,3,True
Deadline các bài tập thì hơi ngắn.,1,1,True
nội dung mới .,2,1,False
bám sát thực tiễn .,2,1,False
"không đảm bào giờ học trên lớp , sinh viên hỏi trả lời không thỏa mãn theo yêu cầu .",0,1,False
Gv này hiếm khi thể hiện sự bực bội.,1,0,True
"có nhiều nội dung liên quan tới thực tiễn , có thể áp dụng vào thực tế sau này .",2,1,False
"dạy học sinh hỏi thì nói "" tui không biết "" .",0,0,False
"giảng viên sử dụng thời gian hợp lý , trình bày chi tiết dễ hiểu .",2,0,False
Thông tin được cung cấp rất minh bạch.,2,3,True
Em nghĩ nên cho thêm thời gian làm bài tập ạ.,0,1,True
bài học rất có ích .,2,1,False
"thầy dạy không sát với chương trình của khoa , một số phần quan trọng nhưng không được chú trọng .",0,0,False
